7   ant	70.61	41.295	77.105	65.4725	40.2525	75.28	75.6025	41.505	77.38
2   veloci	43.56	27.525	29.735	41.18	23.61	25.18	47.1	29.7225	34.3275
8   jedit	63.34	35.755	80.895	57.82	34.5075	79.005	67.4075	37.38	82.4625
5   xerces	31.5	17.475	43.18	27.5625	14.715	40.635	32.8725	19.6675	45.13
6   camel	47.945	38.95	75.745	46.99	37.33	74.6525	49.3225	40.385	76.8075
3   xalan	45.03	41.775	35.62	42.4975	39.2225	34.545	47.2825	43.78	36.5125
4   poi	62.375	29.66	38.02	56.075	28.93	35.775	65.4	31.9875	40.3075
1   log4j	30.11	12.295	19.755	27.1925	8.5725	15.41	31.5625	16.6875	24.49
9   ivy	61.48	33.09	80.91	51.5175	31.0275	77.62	67.09	35.54	83.3725
